experiment_name,measurement_id,time_s,power_watts
random_mixed_20260612_004142,1,13.8,115.1
random_mixed_20260612_004142,1,13.9,115.2
random_mixed_20260612_004142,1,14.0,115.01
random_mixed_20260612_004142,1,14.1,115.22
random_mixed_20260612_004142,1,14.2,115.01
random_mixed_20260612_004142,1,14.3,115.1
random_mixed_20260612_004142,1,14.4,115.01
random_mixed_20260612_004142,1,14.5,114.91
random_mixed_20260612_004142,1,14.6,115.12
random_mixed_20260612_004142,1,14.7,115.12
random_mixed_20260612_004142,1,14.8,115.3
random_mixed_20260612_004142,1,14.9,115.11
random_mixed_20260612_004142,1,15.0,115.2
random_mixed_20260612_004142,1,15.1,114.91
random_mixed_20260612_004142,1,15.2,114.94
random_mixed_20260612_004142,1,15.3,114.83
random_mixed_20260612_004142,1,15.4,115.12
random_mixed_20260612_004142,1,15.5,114.92
random_mixed_20260612_004142,1,15.6,115.13
random_mixed_20260612_004142,1,15.7,115.02
random_mixed_20260612_004142,1,15.8,114.92
random_mixed_20260612_004142,1,15.9,115.02
random_mixed_20260612_004142,1,16.0,114.92
random_mixed_20260612_004142,1,16.1,115.03
random_mixed_20260612_004142,1,16.2,115.02
random_mixed_20260612_004142,1,16.3,115.02
random_mixed_20260612_004142,1,16.4,114.94
random_mixed_20260612_004142,1,16.5,115.13
random_mixed_20260612_004142,1,16.6,115.13
random_mixed_20260612_004142,1,16.7,114.94
random_mixed_20260612_004142,1,16.8,115.03
random_mixed_20260612_004142,1,16.9,114.84
random_mixed_20260612_004142,1,17.0,115.13
random_mixed_20260612_004142,1,17.1,115.12
random_mixed_20260612_004142,1,17.2,115.02
random_mixed_20260612_004142,1,17.3,114.91
random_mixed_20260612_004142,1,17.4,115.01
random_mixed_20260612_004142,1,17.5,115.11
random_mixed_20260612_004142,1,17.6,115.01
random_mixed_20260612_004142,1,17.7,114.83
random_mixed_20260612_004142,1,17.8,115.01
random_mixed_20260612_004142,1,17.9,114.94
random_mixed_20260612_004142,1,18.0,114.84
random_mixed_20260612_004142,1,18.1,114.83
random_mixed_20260612_004142,1,18.2,115.02
random_mixed_20260612_004142,1,18.3,114.94
random_mixed_20260612_004142,1,18.4,114.92
random_mixed_20260612_004142,1,18.5,115.02
random_mixed_20260612_004142,1,18.6,114.92
random_mixed_20260612_004142,1,18.7,114.94
random_mixed_20260612_004142,1,18.8,114.92
random_mixed_20260612_004142,1,18.9,115.01
random_mixed_20260612_004142,1,19.0,115.01
random_mixed_20260612_004142,1,19.1,115.01
random_mixed_20260612_004142,1,19.2,115.01
random_mixed_20260612_004142,1,19.3,115.11
random_mixed_20260612_004142,1,19.4,115.11
random_mixed_20260612_004142,1,19.5,114.83
random_mixed_20260612_004142,1,19.6,115.01
random_mixed_20260612_004142,1,19.7,115.12
random_mixed_20260612_004142,1,19.8,115.11
random_mixed_20260612_004142,1,19.9,114.91
random_mixed_20260612_004142,1,20.0,114.91
random_mixed_20260612_004142,1,20.1,115.01
random_mixed_20260612_004142,1,20.2,115.02
random_mixed_20260612_004142,1,20.3,115.12
random_mixed_20260612_004142,1,20.4,114.93
random_mixed_20260612_004142,1,20.5,115.13
random_mixed_20260612_004142,1,20.6,115.03
random_mixed_20260612_004142,1,20.7,114.92
random_mixed_20260612_004142,1,20.8,115.12
random_mixed_20260612_004142,1,20.9,114.92
random_mixed_20260612_004142,1,21.0,115.02
random_mixed_20260612_004142,1,21.1,114.92
random_mixed_20260612_004142,1,21.2,114.92
random_mixed_20260612_004142,1,21.3,115.02
random_mixed_20260612_004142,1,21.4,114.91
random_mixed_20260612_004142,1,21.5,115.01
random_mixed_20260612_004142,1,21.6,115.01
random_mixed_20260612_004142,1,21.7,115.01
random_mixed_20260612_004142,1,21.8,115.01
random_mixed_20260612_004142,1,21.9,115.01
random_mixed_20260612_004142,1,22.0,115.01
random_mixed_20260612_004142,1,22.1,115.01
random_mixed_20260612_004142,1,22.2,115.02
random_mixed_20260612_004142,1,22.3,115.2
random_mixed_20260612_004142,1,22.4,114.81
random_mixed_20260612_004142,1,22.5,115.01
random_mixed_20260612_004142,1,22.6,114.91
random_mixed_20260612_004142,1,22.7,115.01
random_mixed_20260612_004142,1,22.8,115.02
random_mixed_20260612_004142,1,22.9,115.02
random_mixed_20260612_004142,1,23.0,115.12
random_mixed_20260612_004142,1,23.1,115.01
random_mixed_20260612_004142,1,23.2,115.02
random_mixed_20260612_004142,1,23.3,115.02
random_mixed_20260612_004142,1,23.4,115.02
random_mixed_20260612_004142,1,23.5,115.02
random_mixed_20260612_004142,1,23.6,115.1
random_mixed_20260612_004142,1,23.7,115.01
random_mixed_20260612_004142,1,23.8,115.1
random_mixed_20260612_004142,1,23.9,115.01
random_mixed_20260612_004142,1,24.0,114.92
random_mixed_20260612_004142,1,24.1,115.01
random_mixed_20260612_004142,1,24.2,115.2
random_mixed_20260612_004142,1,24.3,115.01
random_mixed_20260612_004142,1,24.4,115.1
random_mixed_20260612_004142,1,24.5,115.01
random_mixed_20260612_004142,1,24.6,115.01
random_mixed_20260612_004142,1,24.7,115.01
random_mixed_20260612_004142,1,24.8,115.01
random_mixed_20260612_004142,1,24.9,114.92
random_mixed_20260612_004142,1,25.0,115.01
random_mixed_20260612_004142,1,25.1,115.02
random_mixed_20260612_004142,1,25.2,115.01
random_mixed_20260612_004142,1,25.3,115.01
random_mixed_20260612_004142,1,25.4,114.92
random_mixed_20260612_004142,1,25.5,115.03
random_mixed_20260612_004142,1,25.6,115.13
random_mixed_20260612_004142,1,25.7,115.12
random_mixed_20260612_004142,1,25.8,115.02
random_mixed_20260612_004142,1,25.9,115.02
random_mixed_20260612_004142,1,26.0,115.23
random_mixed_20260612_004142,1,26.1,115.12
random_mixed_20260612_004142,1,26.2,114.91
random_mixed_20260612_004142,1,26.3,115.02
random_mixed_20260612_004142,1,26.4,115.1
random_mixed_20260612_004142,1,26.5,115.1
random_mixed_20260612_004142,1,26.6,115.11
random_mixed_20260612_004142,1,26.7,115.02
random_mixed_20260612_004142,1,26.8,115.0
random_mixed_20260612_004142,1,26.9,114.81
random_mixed_20260612_004142,1,27.0,115.01
random_mixed_20260612_004142,1,27.1,114.9
random_mixed_20260612_004142,1,27.2,114.92
random_mixed_20260612_004142,1,27.3,115.02
random_mixed_20260612_004142,1,27.4,115.01
random_mixed_20260612_004142,1,27.5,115.02
random_mixed_20260612_004142,1,27.6,115.01
random_mixed_20260612_004142,1,27.7,115.01
random_mixed_20260612_004142,1,27.8,115.2
random_mixed_20260612_004142,1,27.9,115.02
random_mixed_20260612_004142,1,28.0,115.02
random_mixed_20260612_004142,1,28.1,115.1
random_mixed_20260612_004142,1,28.2,115.01
random_mixed_20260612_004142,1,28.3,115.01
random_mixed_20260612_004142,1,28.4,115.01
random_mixed_20260612_004142,1,28.5,115.12
random_mixed_20260612_004142,1,28.6,115.01
random_mixed_20260612_004142,1,28.7,115.02
random_mixed_20260612_004142,1,28.8,115.1
random_mixed_20260612_004142,1,28.9,114.91
random_mixed_20260612_004142,1,29.0,115.01
random_mixed_20260612_004142,1,29.1,115.01
random_mixed_20260612_004142,1,29.2,115.1
random_mixed_20260612_004142,1,29.3,115.01
random_mixed_20260612_004142,1,29.4,115.1
random_mixed_20260612_004142,1,29.5,115.01
random_mixed_20260612_004142,1,29.6,115.02
random_mixed_20260612_004142,1,29.7,115.1
random_mixed_20260612_004142,1,29.8,115.01
random_mixed_20260612_004142,1,29.9,115.02
random_mixed_20260612_004142,1,30.0,114.91
random_mixed_20260612_004142,1,30.1,115.01
random_mixed_20260612_004142,1,30.2,115.2
random_mixed_20260612_004142,1,30.3,114.91
random_mixed_20260612_004142,1,30.4,115.08
random_mixed_20260612_004142,1,30.5,115.0
random_mixed_20260612_004142,1,30.6,115.02
random_mixed_20260612_004142,1,30.7,114.9
random_mixed_20260612_004142,1,30.8,114.91
