experiment_name,measurement_id,time_s,power_watts
single_qwen3.5-27b_mixed_20260611_181840,1,13.3,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,13.4,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,13.5,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,13.6,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,13.7,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,13.8,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,13.9,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,14.0,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,14.1,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,14.2,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,14.3,115.41
single_qwen3.5-27b_mixed_20260611_181840,1,14.4,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,14.5,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,14.6,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,14.7,115.28
single_qwen3.5-27b_mixed_20260611_181840,1,14.8,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,14.9,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,15.0,115.12
single_qwen3.5-27b_mixed_20260611_181840,1,15.1,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,15.2,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,15.3,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,15.4,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,15.5,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,15.6,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,15.7,115.39
single_qwen3.5-27b_mixed_20260611_181840,1,15.8,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,15.9,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,16.0,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,16.1,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,16.2,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,16.3,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,16.4,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,16.5,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,16.6,115.5
single_qwen3.5-27b_mixed_20260611_181840,1,16.7,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,16.8,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,16.9,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,17.0,115.41
single_qwen3.5-27b_mixed_20260611_181840,1,17.1,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.3,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.4,115.19
single_qwen3.5-27b_mixed_20260611_181840,1,17.5,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.6,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.7,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,17.8,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,17.9,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,18.0,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,18.1,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,18.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,18.3,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,18.4,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,18.5,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,18.6,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,18.7,115.29
single_qwen3.5-27b_mixed_20260611_181840,1,18.8,115.38
single_qwen3.5-27b_mixed_20260611_181840,1,18.9,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,19.0,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,19.1,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,19.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,19.3,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,19.4,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,19.5,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,19.6,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,19.7,115.1
single_qwen3.5-27b_mixed_20260611_181840,1,19.8,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,19.9,115.12
single_qwen3.5-27b_mixed_20260611_181840,1,20.0,115.29
single_qwen3.5-27b_mixed_20260611_181840,1,20.1,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,20.2,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,20.3,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,20.4,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,20.5,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,20.6,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,20.7,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,20.8,115.4
single_qwen3.5-27b_mixed_20260611_181840,1,20.9,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,21.0,115.3
single_qwen3.5-27b_mixed_20260611_181840,1,21.1,115.22
single_qwen3.5-27b_mixed_20260611_181840,1,21.2,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,21.3,115.31
single_qwen3.5-27b_mixed_20260611_181840,1,21.4,115.2
single_qwen3.5-27b_mixed_20260611_181840,1,21.5,115.31
